issue_id,internal_project_id,reporting_date,issue_category,issue_description,issue_status,severity
ISS-00614-21-03,PAI-00614,2025-09-30,CLEARANCE,Synthetic clearance issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00615-03-01,PAI-00615,2024-03-31,CLEARANCE,Synthetic clearance issue requiring monitoring review.,IN_PROGRESS,HIGH
ISS-00615-05-01,PAI-00615,2024-05-31,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00615-15-01,PAI-00615,2025-03-31,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,OPEN,MEDIUM
ISS-00615-16-01,PAI-00615,2025-04-30,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,OPEN,LOW
ISS-00615-23-01,PAI-00615,2025-11-30,CLEARANCE,Synthetic clearance issue requiring monitoring review.,OPEN,LOW
ISS-00616-06-01,PAI-00616,2024-06-30,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,IN_PROGRESS,HIGH
ISS-00616-12-01,PAI-00616,2024-12-31,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,OPEN,LOW
ISS-00616-13-01,PAI-00616,2025-01-31,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,RESOLVED,MEDIUM
ISS-00616-18-01,PAI-00616,2025-06-30,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,IN_PROGRESS,HIGH
ISS-00616-19-01,PAI-00616,2025-07-31,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,OPEN,HIGH
ISS-00616-19-02,PAI-00616,2025-07-31,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,RESOLVED,LOW
ISS-00616-24-01,PAI-00616,2025-12-31,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,RESOLVED,MEDIUM
ISS-00617-01-01,PAI-00617,2024-01-31,FUNDING,Synthetic funding issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00617-03-01,PAI-00617,2024-03-31,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00617-03-02,PAI-00617,2024-03-31,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,IN_PROGRESS,HIGH
ISS-00617-06-01,PAI-00617,2024-06-30,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,IN_PROGRESS,LOW
ISS-00617-07-01,PAI-00617,2024-07-31,FUNDING,Synthetic funding issue requiring monitoring review.,RESOLVED,HIGH
ISS-00617-09-01,PAI-00617,2024-09-30,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,RESOLVED,LOW
ISS-00617-09-02,PAI-00617,2024-09-30,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,IN_PROGRESS,LOW
ISS-00617-10-01,PAI-00617,2024-10-31,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,RESOLVED,MEDIUM
ISS-00617-12-01,PAI-00617,2024-12-31,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,OPEN,MEDIUM
ISS-00617-12-02,PAI-00617,2024-12-31,CLEARANCE,Synthetic clearance issue requiring monitoring review.,OPEN,LOW
ISS-00617-15-01,PAI-00617,2025-03-31,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,RESOLVED,HIGH
ISS-00617-17-01,PAI-00617,2025-05-31,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00617-18-01,PAI-00617,2025-06-30,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,OPEN,MEDIUM
ISS-00617-19-01,PAI-00617,2025-07-31,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,OPEN,MEDIUM
ISS-00617-19-02,PAI-00617,2025-07-31,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,IN_PROGRESS,HIGH
ISS-00617-22-01,PAI-00617,2025-10-31,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,IN_PROGRESS,HIGH
ISS-00617-22-02,PAI-00617,2025-10-31,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,RESOLVED,HIGH
ISS-00617-24-01,PAI-00617,2025-12-31,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,OPEN,HIGH
ISS-00618-01-01,PAI-00618,2024-01-31,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,RESOLVED,HIGH
ISS-00618-11-01,PAI-00618,2024-11-30,FUNDING,Synthetic funding issue requiring monitoring review.,IN_PROGRESS,LOW
ISS-00618-13-01,PAI-00618,2025-01-31,CLEARANCE,Synthetic clearance issue requiring monitoring review.,IN_PROGRESS,HIGH
ISS-00618-14-01,PAI-00618,2025-02-28,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,IN_PROGRESS,LOW
ISS-00618-16-01,PAI-00618,2025-04-30,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00618-19-01,PAI-00618,2025-07-31,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,RESOLVED,MEDIUM
ISS-00618-23-01,PAI-00618,2025-11-30,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,OPEN,LOW
ISS-00618-24-01,PAI-00618,2025-12-31,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,RESOLVED,LOW
ISS-00619-17-01,PAI-00619,2025-05-31,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,OPEN,LOW
ISS-00619-17-02,PAI-00619,2025-05-31,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00619-17-03,PAI-00619,2025-05-31,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,OPEN,LOW
ISS-00619-19-01,PAI-00619,2025-07-31,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,OPEN,MEDIUM
ISS-00619-21-01,PAI-00619,2025-09-30,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,OPEN,LOW
ISS-00619-21-02,PAI-00619,2025-09-30,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,OPEN,MEDIUM
ISS-00620-01-01,PAI-00620,2024-01-31,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00620-07-01,PAI-00620,2024-07-31,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,OPEN,MEDIUM
ISS-00620-08-01,PAI-00620,2024-08-31,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,RESOLVED,HIGH
ISS-00620-09-01,PAI-00620,2024-09-30,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,OPEN,LOW
ISS-00620-15-01,PAI-00620,2025-03-31,FUNDING,Synthetic funding issue requiring monitoring review.,OPEN,MEDIUM
ISS-00620-16-01,PAI-00620,2025-04-30,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,RESOLVED,LOW
ISS-00621-01-01,PAI-00621,2024-01-31,FUNDING,Synthetic funding issue requiring monitoring review.,IN_PROGRESS,LOW
ISS-00621-03-01,PAI-00621,2024-03-31,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,OPEN,LOW
ISS-00621-04-01,PAI-00621,2024-04-30,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,OPEN,HIGH
ISS-00622-04-01,PAI-00622,2024-04-30,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,OPEN,LOW
ISS-00622-06-01,PAI-00622,2024-06-30,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,OPEN,LOW
ISS-00622-08-01,PAI-00622,2024-08-31,FUNDING,Synthetic funding issue requiring monitoring review.,OPEN,MEDIUM
ISS-00622-12-01,PAI-00622,2024-12-31,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,IN_PROGRESS,LOW
ISS-00622-17-01,PAI-00622,2025-05-31,CLEARANCE,Synthetic clearance issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00622-17-02,PAI-00622,2025-05-31,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00622-17-03,PAI-00622,2025-05-31,CLEARANCE,Synthetic clearance issue requiring monitoring review.,OPEN,MEDIUM
ISS-00622-19-01,PAI-00622,2025-07-31,CLEARANCE,Synthetic clearance issue requiring monitoring review.,IN_PROGRESS,LOW
ISS-00623-04-01,PAI-00623,2024-04-30,FUNDING,Synthetic funding issue requiring monitoring review.,IN_PROGRESS,LOW
ISS-00623-20-01,PAI-00623,2025-08-31,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,OPEN,LOW
ISS-00623-22-01,PAI-00623,2025-10-31,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,IN_PROGRESS,LOW
ISS-00624-01-01,PAI-00624,2024-01-31,FUNDING,Synthetic funding issue requiring monitoring review.,OPEN,LOW
ISS-00624-02-01,PAI-00624,2024-02-29,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,RESOLVED,HIGH
ISS-00624-04-01,PAI-00624,2024-04-30,FUNDING,Synthetic funding issue requiring monitoring review.,RESOLVED,MEDIUM
ISS-00624-06-01,PAI-00624,2024-06-30,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,OPEN,LOW
ISS-00624-06-02,PAI-00624,2024-06-30,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00624-08-01,PAI-00624,2024-08-31,FUNDING,Synthetic funding issue requiring monitoring review.,RESOLVED,MEDIUM
ISS-00624-08-02,PAI-00624,2024-08-31,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,RESOLVED,MEDIUM
ISS-00624-09-01,PAI-00624,2024-09-30,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,OPEN,LOW
ISS-00624-09-02,PAI-00624,2024-09-30,CLEARANCE,Synthetic clearance issue requiring monitoring review.,OPEN,LOW
ISS-00624-12-01,PAI-00624,2024-12-31,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,OPEN,MEDIUM
ISS-00624-12-02,PAI-00624,2024-12-31,FUNDING,Synthetic funding issue requiring monitoring review.,IN_PROGRESS,LOW
ISS-00624-13-01,PAI-00624,2025-01-31,FUNDING,Synthetic funding issue requiring monitoring review.,OPEN,LOW
ISS-00624-13-02,PAI-00624,2025-01-31,CLEARANCE,Synthetic clearance issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00624-13-03,PAI-00624,2025-01-31,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,OPEN,MEDIUM
ISS-00624-14-01,PAI-00624,2025-02-28,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,IN_PROGRESS,LOW
ISS-00624-14-02,PAI-00624,2025-02-28,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,RESOLVED,LOW
ISS-00624-15-01,PAI-00624,2025-03-31,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,OPEN,MEDIUM
ISS-00624-15-02,PAI-00624,2025-03-31,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00624-17-01,PAI-00624,2025-05-31,FUNDING,Synthetic funding issue requiring monitoring review.,IN_PROGRESS,HIGH
ISS-00624-18-01,PAI-00624,2025-06-30,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,RESOLVED,MEDIUM
ISS-00624-18-02,PAI-00624,2025-06-30,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,OPEN,MEDIUM
ISS-00624-18-03,PAI-00624,2025-06-30,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,RESOLVED,HIGH
ISS-00624-18-04,PAI-00624,2025-06-30,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,OPEN,LOW
ISS-00624-18-05,PAI-00624,2025-06-30,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,OPEN,LOW
ISS-00624-19-01,PAI-00624,2025-07-31,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,OPEN,MEDIUM
ISS-00624-20-01,PAI-00624,2025-08-31,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,IN_PROGRESS,HIGH
ISS-00624-21-01,PAI-00624,2025-09-30,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,RESOLVED,LOW
ISS-00624-21-02,PAI-00624,2025-09-30,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,RESOLVED,MEDIUM
ISS-00624-21-03,PAI-00624,2025-09-30,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,IN_PROGRESS,HIGH
ISS-00624-23-01,PAI-00624,2025-11-30,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,RESOLVED,HIGH
ISS-00624-24-01,PAI-00624,2025-12-31,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,RESOLVED,MEDIUM
ISS-00625-02-01,PAI-00625,2024-02-29,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,OPEN,MEDIUM
ISS-00625-03-01,PAI-00625,2024-03-31,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,IN_PROGRESS,HIGH
ISS-00625-03-02,PAI-00625,2024-03-31,FUNDING,Synthetic funding issue requiring monitoring review.,OPEN,MEDIUM
ISS-00625-08-01,PAI-00625,2024-08-31,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,OPEN,MEDIUM
ISS-00625-09-01,PAI-00625,2024-09-30,FUNDING,Synthetic funding issue requiring monitoring review.,RESOLVED,LOW
ISS-00625-10-01,PAI-00625,2024-10-31,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,OPEN,LOW
ISS-00625-10-02,PAI-00625,2024-10-31,CLEARANCE,Synthetic clearance issue requiring monitoring review.,IN_PROGRESS,HIGH
ISS-00625-14-01,PAI-00625,2025-02-28,CLEARANCE,Synthetic clearance issue requiring monitoring review.,IN_PROGRESS,HIGH
ISS-00625-18-01,PAI-00625,2025-06-30,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,OPEN,MEDIUM
ISS-00625-20-01,PAI-00625,2025-08-31,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,OPEN,LOW
ISS-00626-02-01,PAI-00626,2024-02-29,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,OPEN,MEDIUM
ISS-00626-07-01,PAI-00626,2024-07-31,FUNDING,Synthetic funding issue requiring monitoring review.,IN_PROGRESS,HIGH
ISS-00626-09-01,PAI-00626,2024-09-30,FUNDING,Synthetic funding issue requiring monitoring review.,OPEN,MEDIUM
ISS-00626-12-01,PAI-00626,2024-12-31,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00626-14-01,PAI-00626,2025-02-28,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00626-17-01,PAI-00626,2025-05-31,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,IN_PROGRESS,HIGH
ISS-00626-18-01,PAI-00626,2025-06-30,FUNDING,Synthetic funding issue requiring monitoring review.,OPEN,HIGH
ISS-00626-22-01,PAI-00626,2025-10-31,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00626-24-01,PAI-00626,2025-12-31,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,OPEN,MEDIUM
ISS-00626-24-02,PAI-00626,2025-12-31,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,OPEN,HIGH
ISS-00627-04-01,PAI-00627,2024-04-30,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,OPEN,MEDIUM
ISS-00627-09-01,PAI-00627,2024-09-30,FUNDING,Synthetic funding issue requiring monitoring review.,OPEN,LOW
ISS-00627-09-02,PAI-00627,2024-09-30,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,OPEN,MEDIUM
ISS-00627-12-01,PAI-00627,2024-12-31,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,OPEN,LOW
ISS-00627-16-01,PAI-00627,2025-04-30,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00627-22-01,PAI-00627,2025-10-31,FUNDING,Synthetic funding issue requiring monitoring review.,OPEN,HIGH
ISS-00627-22-02,PAI-00627,2025-10-31,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,OPEN,LOW
ISS-00627-23-01,PAI-00627,2025-11-30,CLEARANCE,Synthetic clearance issue requiring monitoring review.,IN_PROGRESS,LOW
ISS-00628-01-01,PAI-00628,2024-01-31,FUNDING,Synthetic funding issue requiring monitoring review.,OPEN,LOW
ISS-00628-03-01,PAI-00628,2024-03-31,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,RESOLVED,MEDIUM
ISS-00628-05-01,PAI-00628,2024-05-31,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,RESOLVED,HIGH
ISS-00628-07-01,PAI-00628,2024-07-31,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,OPEN,HIGH
ISS-00628-07-02,PAI-00628,2024-07-31,CLEARANCE,Synthetic clearance issue requiring monitoring review.,OPEN,MEDIUM
ISS-00628-08-01,PAI-00628,2024-08-31,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,OPEN,LOW
ISS-00628-10-01,PAI-00628,2024-10-31,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,RESOLVED,MEDIUM
ISS-00628-11-01,PAI-00628,2024-11-30,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00628-15-01,PAI-00628,2025-03-31,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,OPEN,MEDIUM
ISS-00628-17-01,PAI-00628,2025-05-31,CLEARANCE,Synthetic clearance issue requiring monitoring review.,OPEN,LOW
ISS-00628-18-01,PAI-00628,2025-06-30,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,OPEN,LOW
ISS-00628-21-01,PAI-00628,2025-09-30,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00628-22-01,PAI-00628,2025-10-31,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,OPEN,MEDIUM
ISS-00629-03-01,PAI-00629,2024-03-31,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,OPEN,LOW
ISS-00629-04-01,PAI-00629,2024-04-30,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00629-08-01,PAI-00629,2024-08-31,FUNDING,Synthetic funding issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00629-11-01,PAI-00629,2024-11-30,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,OPEN,MEDIUM
ISS-00629-12-01,PAI-00629,2024-12-31,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,OPEN,MEDIUM
ISS-00629-13-01,PAI-00629,2025-01-31,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,OPEN,HIGH
ISS-00629-15-01,PAI-00629,2025-03-31,CLEARANCE,Synthetic clearance issue requiring monitoring review.,OPEN,MEDIUM
ISS-00629-17-01,PAI-00629,2025-05-31,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,IN_PROGRESS,HIGH
ISS-00629-21-01,PAI-00629,2025-09-30,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00629-22-01,PAI-00629,2025-10-31,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,OPEN,MEDIUM
ISS-00629-23-01,PAI-00629,2025-11-30,FUNDING,Synthetic funding issue requiring monitoring review.,RESOLVED,LOW
ISS-00630-03-01,PAI-00630,2024-03-31,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00630-06-01,PAI-00630,2024-06-30,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,RESOLVED,LOW
ISS-00630-08-01,PAI-00630,2024-08-31,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,RESOLVED,HIGH
ISS-00630-09-01,PAI-00630,2024-09-30,FUNDING,Synthetic funding issue requiring monitoring review.,OPEN,LOW
ISS-00630-11-01,PAI-00630,2024-11-30,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,RESOLVED,LOW
ISS-00630-15-01,PAI-00630,2025-03-31,FUNDING,Synthetic funding issue requiring monitoring review.,OPEN,MEDIUM
ISS-00630-20-01,PAI-00630,2025-08-31,CLEARANCE,Synthetic clearance issue requiring monitoring review.,OPEN,MEDIUM
ISS-00630-20-02,PAI-00630,2025-08-31,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,OPEN,MEDIUM
ISS-00630-23-01,PAI-00630,2025-11-30,CLEARANCE,Synthetic clearance issue requiring monitoring review.,OPEN,MEDIUM
