snapshot_id,internal_project_id,reporting_date,planned_progress_pct,physical_progress_pct,planned_expenditure_cr,period_expenditure_cr,cumulative_expenditure_cr,milestones_planned,milestones_completed,delay_days
SNP-00591-17,PAI-00591,2025-05-31,73.0,56.29,115.58,0.0,85.75,3,2,11
SNP-00591-18,PAI-00591,2025-06-30,76.96,56.29,121.85,0.0,85.75,2,1,14
SNP-00591-19,PAI-00591,2025-07-31,83.55,65.63,132.28,13.53,99.28,2,1,10
SNP-00591-20,PAI-00591,2025-08-31,84.94,65.63,134.48,0.0,99.28,2,1,14
SNP-00591-21,PAI-00591,2025-09-30,90.82,69.02,143.79,0.0,99.28,2,1,14
SNP-00591-22,PAI-00591,2025-10-31,95.34,73.15,150.96,15.94,115.22,3,2,14
SNP-00591-23,PAI-00591,2025-11-30,99.83,73.89,158.06,4.45,119.67,2,1,17
SNP-00591-24,PAI-00591,2025-12-31,100.0,82.26,158.33,0.0,119.67,2,1,14
SNP-00592-01,PAI-00592,2024-01-31,0.0,4.4,0.0,5.07,5.07,3,3,0
SNP-00592-02,PAI-00592,2024-02-29,5.54,8.94,8.57,5.58,10.65,1,1,0
SNP-00592-03,PAI-00592,2024-03-31,9.29,17.04,14.35,11.1,21.75,2,2,0
SNP-00592-04,PAI-00592,2024-04-30,13.71,18.3,21.18,3.92,25.68,1,1,0
SNP-00592-05,PAI-00592,2024-05-31,16.46,19.98,25.44,3.49,29.16,2,2,0
SNP-00592-06,PAI-00592,2024-06-30,24.47,26.41,37.82,8.3,37.47,2,2,0
SNP-00592-07,PAI-00592,2024-07-31,25.25,28.86,39.02,6.68,44.15,2,2,0
SNP-00592-08,PAI-00592,2024-08-31,32.02,31.16,49.48,0.0,44.15,2,2,1
SNP-00592-09,PAI-00592,2024-09-30,37.41,36.8,57.82,9.56,53.7,2,2,0
SNP-00592-10,PAI-00592,2024-10-31,41.25,43.16,63.75,1.52,55.22,2,2,0
SNP-00592-11,PAI-00592,2024-11-30,44.95,43.16,69.47,0.0,55.22,2,2,2
SNP-00592-12,PAI-00592,2024-12-31,51.11,47.32,78.98,9.23,64.45,2,1,2
SNP-00592-13,PAI-00592,2025-01-31,53.3,55.28,82.38,5.6,70.04,3,3,0
SNP-00592-14,PAI-00592,2025-02-28,59.19,58.89,91.47,6.33,76.37,2,2,0
SNP-00592-15,PAI-00592,2025-03-31,63.68,61.2,98.4,18.8,95.18,3,3,1
SNP-00592-16,PAI-00592,2025-04-30,68.25,72.47,105.48,13.83,109.0,2,2,0
SNP-00592-17,PAI-00592,2025-05-31,74.5,73.72,115.14,11.6,120.6,2,2,0
SNP-00592-18,PAI-00592,2025-06-30,76.69,74.55,118.51,0.0,120.6,1,1,0
SNP-00592-19,PAI-00592,2025-07-31,80.27,76.5,124.04,0.0,120.6,2,2,2
SNP-00592-20,PAI-00592,2025-08-31,83.73,85.41,129.39,5.64,126.25,1,1,0
SNP-00592-21,PAI-00592,2025-09-30,90.31,87.62,139.56,0.0,126.25,2,2,0
SNP-00592-22,PAI-00592,2025-10-31,94.16,95.57,145.52,21.6,147.85,1,1,0
SNP-00592-23,PAI-00592,2025-11-30,97.76,95.57,151.07,0.0,147.85,2,2,0
SNP-00592-24,PAI-00592,2025-12-31,100.0,100.0,154.54,0.0,147.85,1,1,0
SNP-00593-01,PAI-00593,2024-01-31,0.04,1.83,0.06,3.9,3.9,2,2,3
SNP-00593-02,PAI-00593,2024-02-29,7.54,3.73,13.41,1.1,5.0,2,1,6
SNP-00593-03,PAI-00593,2024-03-31,8.19,3.73,14.58,1.52,6.52,2,1,13
SNP-00593-04,PAI-00593,2024-04-30,16.97,4.67,30.19,0.32,6.83,1,0,17
SNP-00593-05,PAI-00593,2024-05-31,18.7,9.59,33.27,10.67,17.5,2,1,16
SNP-00593-06,PAI-00593,2024-06-30,23.53,11.26,41.86,1.87,19.37,2,1,20
SNP-00593-07,PAI-00593,2024-07-31,27.54,11.66,48.99,1.71,21.08,3,1,26
SNP-00593-08,PAI-00593,2024-08-31,31.08,16.99,55.29,5.32,26.4,2,1,24
SNP-00593-09,PAI-00593,2024-09-30,36.19,16.99,64.38,0.0,26.4,2,1,30
SNP-00593-10,PAI-00593,2024-10-31,41.82,20.15,74.39,11.0,37.4,1,0,32
SNP-00593-11,PAI-00593,2024-11-30,44.36,21.32,78.91,0.0,37.4,3,1,36
SNP-00593-12,PAI-00593,2024-12-31,49.38,21.32,87.85,0.0,37.4,1,0,43
SNP-00593-13,PAI-00593,2025-01-31,54.6,26.86,97.13,10.69,48.09,2,1,40
SNP-00593-14,PAI-00593,2025-02-28,57.43,26.86,102.17,0.0,48.09,2,1,47
SNP-00593-15,PAI-00593,2025-03-31,62.91,27.94,111.91,4.04,52.13,2,1,51
SNP-00593-16,PAI-00593,2025-04-30,68.05,30.73,121.07,0.0,52.13,3,1,53
SNP-00593-17,PAI-00593,2025-05-31,72.22,34.86,128.48,11.52,63.65,2,1,53
SNP-00593-18,PAI-00593,2025-06-30,74.31,34.86,132.19,0.0,63.65,2,1,60
SNP-00593-19,PAI-00593,2025-07-31,81.81,35.69,145.55,5.1,68.75,2,1,65
SNP-00593-20,PAI-00593,2025-08-31,85.92,37.08,152.86,0.0,68.75,3,1,69
SNP-00593-21,PAI-00593,2025-09-30,89.58,38.48,159.36,0.0,68.75,2,1,73
SNP-00593-22,PAI-00593,2025-10-31,93.25,39.12,165.9,0.0,68.75,3,1,78
SNP-00593-23,PAI-00593,2025-11-30,100.0,39.12,177.9,3.79,72.54,1,0,85
SNP-00593-24,PAI-00593,2025-12-31,100.0,39.12,177.9,0.08,72.62,2,1,91
SNP-00594-01,PAI-00594,2024-01-31,0.0,2.72,0.0,8.14,8.14,3,3,1
SNP-00594-02,PAI-00594,2024-02-29,6.01,6.92,14.61,5.03,13.17,3,3,1
SNP-00594-03,PAI-00594,2024-03-31,10.3,9.88,25.02,10.23,23.4,2,2,2
SNP-00594-04,PAI-00594,2024-04-30,15.91,16.05,38.65,14.76,38.16,1,1,0
SNP-00594-05,PAI-00594,2024-05-31,19.06,16.05,46.29,0.0,38.16,2,2,3
SNP-00594-06,PAI-00594,2024-06-30,22.45,19.81,54.53,3.81,41.98,1,1,4
SNP-00594-07,PAI-00594,2024-07-31,26.17,23.4,63.56,1.12,43.1,2,1,4
SNP-00594-08,PAI-00594,2024-08-31,31.72,23.4,77.05,0.0,43.1,1,1,7
SNP-00594-09,PAI-00594,2024-09-30,33.74,27.4,81.95,20.63,63.72,2,2,8
SNP-00594-10,PAI-00594,2024-10-31,42.98,31.64,104.39,0.0,63.72,2,1,8
SNP-00594-11,PAI-00594,2024-11-30,45.42,36.84,110.32,22.52,86.24,2,1,7
SNP-00594-12,PAI-00594,2024-12-31,51.71,40.43,125.59,0.0,86.24,2,1,7
SNP-00594-13,PAI-00594,2025-01-31,55.03,41.93,133.66,0.0,86.24,3,2,9
SNP-00594-14,PAI-00594,2025-02-28,56.58,48.45,137.42,20.22,106.46,2,1,7
SNP-00594-15,PAI-00594,2025-03-31,63.87,51.83,155.13,0.0,106.46,2,2,8
SNP-00594-16,PAI-00594,2025-04-30,67.38,52.63,163.66,9.01,115.47,3,2,11
SNP-00594-17,PAI-00594,2025-05-31,72.29,56.08,175.58,0.0,115.47,2,2,11
SNP-00594-18,PAI-00594,2025-06-30,77.63,58.55,188.55,6.92,122.38,2,1,13
SNP-00594-19,PAI-00594,2025-07-31,79.86,62.61,193.96,3.87,126.26,1,1,13
SNP-00594-20,PAI-00594,2025-08-31,86.9,67.0,211.06,0.0,126.26,2,1,13
SNP-00594-21,PAI-00594,2025-09-30,90.3,69.45,219.32,9.4,135.65,3,2,14
SNP-00594-22,PAI-00594,2025-10-31,95.52,72.18,231.99,29.78,165.44,2,1,15
SNP-00594-23,PAI-00594,2025-11-30,100.0,73.61,242.87,0.0,165.44,2,1,17
SNP-00594-24,PAI-00594,2025-12-31,100.0,82.09,242.88,18.11,183.55,2,2,14
SNP-00595-01,PAI-00595,2024-01-31,1.57,2.21,2.43,5.2,5.2,3,3,1
SNP-00595-02,PAI-00595,2024-02-29,6.46,9.33,10.02,13.48,18.68,2,2,0
SNP-00595-03,PAI-00595,2024-03-31,6.51,13.19,10.09,0.0,18.68,2,2,0
SNP-00595-04,PAI-00595,2024-04-30,13.77,14.88,21.35,4.93,23.61,3,3,1
SNP-00595-05,PAI-00595,2024-05-31,18.79,19.94,29.13,3.68,27.29,2,2,0
SNP-00595-06,PAI-00595,2024-06-30,23.03,26.58,35.7,7.39,34.68,1,1,0
SNP-00595-07,PAI-00595,2024-07-31,28.8,31.3,44.64,11.22,45.9,2,2,0
SNP-00595-08,PAI-00595,2024-08-31,30.48,38.01,47.25,7.2,53.11,2,2,0
SNP-00595-09,PAI-00595,2024-09-30,38.79,38.01,60.13,7.3,60.41,3,2,0
SNP-00595-10,PAI-00595,2024-10-31,38.44,40.17,59.59,3.2,63.61,2,2,1
SNP-00595-11,PAI-00595,2024-11-30,44.98,48.11,69.73,4.59,68.2,2,2,0
SNP-00595-12,PAI-00595,2024-12-31,50.59,51.86,78.42,14.04,82.25,2,2,0
SNP-00595-13,PAI-00595,2025-01-31,54.0,54.3,83.7,5.0,87.25,3,3,0
SNP-00595-14,PAI-00595,2025-02-28,57.79,56.82,89.58,0.0,87.25,3,3,1
SNP-00595-15,PAI-00595,2025-03-31,62.45,63.12,96.81,6.69,93.94,3,3,0
SNP-00595-16,PAI-00595,2025-04-30,66.14,71.31,102.53,0.0,93.94,2,2,0
SNP-00595-17,PAI-00595,2025-05-31,70.39,72.52,109.1,2.92,96.86,3,3,0
SNP-00595-18,PAI-00595,2025-06-30,75.32,75.41,116.75,0.0,96.86,1,1,0
SNP-00595-19,PAI-00595,2025-07-31,81.19,79.24,125.85,18.18,115.04,1,1,0
SNP-00595-20,PAI-00595,2025-08-31,85.52,81.24,132.56,0.0,115.04,2,2,1
SNP-00595-21,PAI-00595,2025-09-30,90.51,88.53,140.3,9.83,124.87,2,2,0
SNP-00595-22,PAI-00595,2025-10-31,96.94,91.7,150.27,11.01,135.88,3,3,0
SNP-00595-23,PAI-00595,2025-11-30,100.0,95.02,155.01,0.0,135.88,2,2,0
SNP-00595-24,PAI-00595,2025-12-31,100.0,100.0,155.01,5.9,141.78,1,1,0
SNP-00596-01,PAI-00596,2024-01-31,1.94,8.06,4.99,19.43,19.43,2,2,0
SNP-00596-02,PAI-00596,2024-02-29,4.57,8.56,11.74,0.0,19.43,2,2,0
SNP-00596-03,PAI-00596,2024-03-31,10.87,14.02,27.94,13.47,32.9,2,2,0
SNP-00596-04,PAI-00596,2024-04-30,13.74,15.65,35.31,8.46,41.36,2,2,0
SNP-00596-05,PAI-00596,2024-05-31,19.75,22.04,50.74,9.99,51.35,2,2,0
SNP-00596-06,PAI-00596,2024-06-30,22.48,22.46,57.75,0.0,51.35,2,2,2
SNP-00596-07,PAI-00596,2024-07-31,26.72,28.64,68.65,18.42,69.78,3,3,0
SNP-00596-08,PAI-00596,2024-08-31,31.36,31.38,80.57,14.74,84.52,2,2,1
SNP-00596-09,PAI-00596,2024-09-30,36.64,31.91,94.12,0.0,84.52,1,1,4
SNP-00596-10,PAI-00596,2024-10-31,41.51,38.73,106.65,18.63,103.15,2,2,2
SNP-00596-11,PAI-00596,2024-11-30,45.69,42.02,117.37,7.74,110.89,2,2,3
SNP-00596-12,PAI-00596,2024-12-31,48.44,45.25,124.45,5.25,116.15,2,2,3
SNP-00596-13,PAI-00596,2025-01-31,54.78,48.38,140.73,8.38,124.53,1,1,4
SNP-00596-14,PAI-00596,2025-02-28,59.79,48.38,153.62,0.0,124.53,2,2,7
SNP-00596-15,PAI-00596,2025-03-31,61.68,53.85,158.46,12.32,136.85,1,1,6
SNP-00596-16,PAI-00596,2025-04-30,69.14,60.34,177.63,10.3,147.15,2,1,5
SNP-00596-17,PAI-00596,2025-05-31,73.07,65.24,187.74,0.0,147.15,2,2,4
SNP-00596-18,PAI-00596,2025-06-30,75.55,70.18,194.1,36.07,183.22,2,1,3
SNP-00596-19,PAI-00596,2025-07-31,81.51,71.07,209.41,0.0,183.22,2,2,6
SNP-00596-20,PAI-00596,2025-08-31,86.96,71.35,223.41,0.0,183.22,2,1,9
SNP-00596-21,PAI-00596,2025-09-30,89.79,78.74,230.68,7.59,190.8,2,1,7
SNP-00596-22,PAI-00596,2025-10-31,94.01,82.17,241.52,19.22,210.02,3,3,7
SNP-00596-23,PAI-00596,2025-11-30,99.41,84.09,255.4,13.57,223.59,2,2,9
SNP-00596-24,PAI-00596,2025-12-31,100.0,89.57,256.91,0.0,223.59,2,1,8
SNP-00597-01,PAI-00597,2024-01-31,0.0,1.65,0.0,1.33,1.33,1,1,2
SNP-00597-02,PAI-00597,2024-02-29,4.47,7.89,7.19,7.37,8.7,2,2,0
SNP-00597-03,PAI-00597,2024-03-31,8.69,7.89,13.97,0.59,9.29,2,2,3
SNP-00597-04,PAI-00597,2024-04-30,13.86,14.55,22.29,12.19,21.48,2,2,1
SNP-00597-05,PAI-00597,2024-05-31,15.34,14.55,24.68,0.0,21.48,2,1,5
SNP-00597-06,PAI-00597,2024-06-30,24.89,20.56,40.02,9.08,30.56,2,2,3
SNP-00597-07,PAI-00597,2024-07-31,29.2,20.56,46.96,0.0,30.56,2,1,6
SNP-00597-08,PAI-00597,2024-08-31,32.2,21.51,51.78,0.0,30.56,2,1,9
SNP-00597-09,PAI-00597,2024-09-30,34.58,27.99,55.61,15.11,45.67,2,2,7
SNP-00597-10,PAI-00597,2024-10-31,40.34,27.99,64.88,0.0,45.67,2,1,10
SNP-00597-11,PAI-00597,2024-11-30,44.99,33.98,72.36,0.0,45.67,2,2,9
SNP-00597-12,PAI-00597,2024-12-31,49.82,35.61,80.12,10.59,56.26,2,1,11
SNP-00597-13,PAI-00597,2025-01-31,54.22,35.61,87.2,0.01,56.27,2,1,14
SNP-00597-14,PAI-00597,2025-02-28,58.76,42.04,94.49,0.0,56.27,1,1,13
SNP-00597-15,PAI-00597,2025-03-31,62.58,42.78,100.64,14.34,70.61,2,1,15
SNP-00597-16,PAI-00597,2025-04-30,68.12,47.75,109.56,0.0,70.61,2,1,15
SNP-00597-17,PAI-00597,2025-05-31,71.16,51.57,114.44,6.0,76.61,3,2,15
SNP-00597-18,PAI-00597,2025-06-30,76.14,51.57,122.44,1.96,78.57,1,1,18
SNP-00597-19,PAI-00597,2025-07-31,82.73,56.98,133.04,7.03,85.6,2,1,17
SNP-00597-20,PAI-00597,2025-08-31,85.1,58.46,136.87,1.38,86.98,2,1,19
SNP-00597-21,PAI-00597,2025-09-30,91.81,59.74,147.65,0.0,86.98,2,1,22
SNP-00597-22,PAI-00597,2025-10-31,92.83,66.08,149.29,7.93,94.91,3,2,20
SNP-00597-23,PAI-00597,2025-11-30,100.0,68.87,160.82,0.0,94.91,2,1,21
SNP-00597-24,PAI-00597,2025-12-31,100.0,68.96,160.82,0.0,94.91,2,1,24
SNP-00598-01,PAI-00598,2024-01-31,0.02,3.4,0.07,6.83,6.83,2,2,1
SNP-00598-02,PAI-00598,2024-02-29,4.37,3.4,14.57,1.15,7.99,2,1,7
SNP-00598-03,PAI-00598,2024-03-31,8.73,8.87,29.13,17.94,25.93,2,2,5
SNP-00598-04,PAI-00598,2024-04-30,14.16,8.87,47.25,4.05,29.98,1,1,11
SNP-00598-05,PAI-00598,2024-05-31,19.67,9.68,65.64,0.0,29.98,2,1,16
SNP-00598-06,PAI-00598,2024-06-30,22.35,12.08,74.59,9.57,39.55,3,1,19
SNP-00598-07,PAI-00598,2024-07-31,23.92,15.25,79.83,9.72,49.27,2,1,20
SNP-00598-08,PAI-00598,2024-08-31,33.63,15.25,112.24,1.5,50.77,2,1,27
SNP-00598-09,PAI-00598,2024-09-30,35.5,15.79,118.48,0.0,50.77,1,0,32
SNP-00598-10,PAI-00598,2024-10-31,40.49,15.91,135.13,0.0,50.77,2,1,38
SNP-00598-11,PAI-00598,2024-11-30,46.37,15.91,154.75,0.0,50.77,2,1,44
SNP-00598-12,PAI-00598,2024-12-31,51.11,17.79,170.56,3.45,54.23,2,1,48
SNP-00598-13,PAI-00598,2025-01-31,52.08,18.62,173.82,0.0,54.23,2,1,53
SNP-00598-14,PAI-00598,2025-02-28,58.93,23.14,196.67,16.86,71.09,3,1,52
SNP-00598-15,PAI-00598,2025-03-31,62.18,25.89,207.52,0.0,71.09,3,1,54
SNP-00598-16,PAI-00598,2025-04-30,68.24,26.0,227.73,2.84,73.92,2,1,61
SNP-00598-17,PAI-00598,2025-05-31,72.4,26.32,241.6,0.0,73.92,1,0,66
SNP-00598-18,PAI-00598,2025-06-30,76.12,27.56,254.05,26.6,100.52,1,0,71
SNP-00598-19,PAI-00598,2025-07-31,80.49,27.56,268.62,0.0,100.52,1,0,77
SNP-00598-20,PAI-00598,2025-08-31,85.51,27.56,285.36,0.0,100.52,2,1,83
SNP-00598-21,PAI-00598,2025-09-30,88.66,30.46,295.89,0.0,100.52,1,0,85
SNP-00598-22,PAI-00598,2025-10-31,92.22,30.46,307.78,0.0,100.52,2,1,91
SNP-00598-23,PAI-00598,2025-11-30,97.98,33.34,326.98,5.49,106.01,2,1,93
SNP-00598-24,PAI-00598,2025-12-31,100.0,34.23,333.73,15.7,121.71,2,1,98
SNP-00599-01,PAI-00599,2024-01-31,0.0,4.28,0.0,10.08,10.08,1,1,0
SNP-00599-02,PAI-00599,2024-02-29,6.12,6.12,11.92,0.0,10.08,3,3,3
SNP-00599-03,PAI-00599,2024-03-31,6.92,6.12,13.48,1.8,11.88,2,2,9
SNP-00599-04,PAI-00599,2024-04-30,13.12,6.12,25.54,0.0,11.88,2,1,15
SNP-00599-05,PAI-00599,2024-05-31,19.59,8.03,38.14,1.17,13.05,3,1,19
SNP-00599-06,PAI-00599,2024-06-30,21.28,11.28,41.43,2.3,15.34,1,0,20
SNP-00599-07,PAI-00599,2024-07-31,26.48,11.79,51.56,2.09,17.43,2,1,26
SNP-00599-08,PAI-00599,2024-08-31,31.59,14.08,61.51,10.02,27.46,2,1,28
SNP-00599-09,PAI-00599,2024-09-30,36.64,14.25,71.33,0.0,27.46,1,0,34
SNP-00599-10,PAI-00599,2024-10-31,41.19,15.52,80.2,0.0,27.46,2,1,39
SNP-00599-11,PAI-00599,2024-11-30,43.91,20.85,85.5,4.14,31.6,2,1,37
SNP-00599-12,PAI-00599,2024-12-31,50.51,20.85,98.34,4.55,36.14,3,1,43
SNP-00599-13,PAI-00599,2025-01-31,53.02,20.85,103.22,0.0,36.14,2,1,49
SNP-00599-14,PAI-00599,2025-02-28,57.22,20.85,111.41,0.0,36.14,2,1,56
SNP-00599-15,PAI-00599,2025-03-31,64.95,20.85,126.45,0.0,36.14,2,1,62
SNP-00599-16,PAI-00599,2025-04-30,66.27,23.05,129.04,0.0,36.14,1,0,65
SNP-00599-17,PAI-00599,2025-05-31,74.55,27.11,145.15,8.32,44.46,3,1,65
SNP-00599-18,PAI-00599,2025-06-30,76.5,27.92,148.95,3.29,47.76,2,1,70
SNP-00599-19,PAI-00599,2025-07-31,81.87,28.68,159.39,0.0,47.76,2,1,75
SNP-00599-20,PAI-00599,2025-08-31,85.44,33.7,166.35,7.23,54.98,3,1,74
SNP-00599-21,PAI-00599,2025-09-30,90.46,33.7,176.12,0.0,54.98,1,0,80
SNP-00599-22,PAI-00599,2025-10-31,93.58,33.7,182.2,6.78,61.76,2,1,86
SNP-00599-23,PAI-00599,2025-11-30,98.19,35.93,191.17,1.62,63.38,2,1,89
SNP-00599-24,PAI-00599,2025-12-31,100.0,35.93,194.7,0.62,64.01,3,1,96
SNP-00600-01,PAI-00600,2024-01-31,0.0,4.11,0.0,2.77,2.77,2,2,0
SNP-00600-02,PAI-00600,2024-02-29,5.05,10.51,7.78,16.88,19.65,2,2,0
SNP-00600-03,PAI-00600,2024-03-31,8.85,13.83,13.64,0.0,19.65,2,2,0
SNP-00600-04,PAI-00600,2024-04-30,12.41,18.73,19.12,6.34,25.99,2,2,0
SNP-00600-05,PAI-00600,2024-05-31,17.3,21.71,26.65,8.47,34.45,1,1,0
SNP-00600-06,PAI-00600,2024-06-30,23.25,22.08,35.83,0.0,34.45,2,2,2
SNP-00600-07,PAI-00600,2024-07-31,27.08,26.61,41.74,5.86,40.31,1,1,2
SNP-00600-08,PAI-00600,2024-08-31,33.14,29.45,51.07,1.7,42.01,2,2,3
SNP-00600-09,PAI-00600,2024-09-30,34.79,36.77,53.61,9.49,51.51,2,2,0
SNP-00600-10,PAI-00600,2024-10-31,40.88,37.71,63.0,0.0,51.51,2,1,3
SNP-00600-11,PAI-00600,2024-11-30,45.85,45.49,70.67,8.38,59.89,1,1,0
SNP-00600-12,PAI-00600,2024-12-31,48.17,45.8,74.23,7.76,67.64,2,1,3
SNP-00600-13,PAI-00600,2025-01-31,54.15,48.88,83.45,7.69,75.34,2,1,4
SNP-00600-14,PAI-00600,2025-02-28,56.83,54.24,87.57,0.0,75.34,1,1,3
SNP-00600-15,PAI-00600,2025-03-31,61.06,59.08,94.09,12.47,87.81,2,2,2
SNP-00600-16,PAI-00600,2025-04-30,66.87,60.15,103.05,6.16,93.97,2,2,5
SNP-00600-17,PAI-00600,2025-05-31,70.35,67.48,108.42,0.0,93.97,2,2,2
SNP-00600-18,PAI-00600,2025-06-30,79.58,67.58,122.65,0.0,93.97,2,1,5
SNP-00600-19,PAI-00600,2025-07-31,81.57,70.8,125.71,0.0,93.97,3,2,6
SNP-00600-20,PAI-00600,2025-08-31,86.37,74.84,133.11,11.09,105.06,1,1,6
SNP-00600-21,PAI-00600,2025-09-30,89.57,78.16,138.04,17.88,122.93,1,1,7
SNP-00600-22,PAI-00600,2025-10-31,95.6,82.39,147.34,7.82,130.75,2,1,7
SNP-00600-23,PAI-00600,2025-11-30,99.5,90.89,153.34,0.0,130.75,2,2,3
SNP-00600-24,PAI-00600,2025-12-31,100.0,90.89,154.11,8.22,138.97,1,1,7
SNP-00601-01,PAI-00601,2024-01-31,1.89,3.05,3.59,2.85,2.85,3,3,1
SNP-00601-02,PAI-00601,2024-02-29,5.26,4.91,9.96,0.0,2.85,3,3,5
SNP-00601-03,PAI-00601,2024-03-31,10.78,6.26,20.43,10.57,13.42,4,2,9
SNP-00601-04,PAI-00601,2024-04-30,13.33,9.71,25.25,0.0,13.42,3,2,10
SNP-00601-05,PAI-00601,2024-05-31,19.65,14.31,37.23,10.83,24.25,2,1,9
SNP-00601-06,PAI-00601,2024-06-30,23.14,14.38,43.85,0.0,24.25,2,1,15
SNP-00601-07,PAI-00601,2024-07-31,25.79,14.45,48.87,2.82,27.08,1,1,22
SNP-00601-08,PAI-00601,2024-08-31,30.21,19.21,57.24,1.03,28.11,2,1,21
SNP-00601-09,PAI-00601,2024-09-30,34.22,21.04,64.83,9.16,37.27,3,2,24
SNP-00601-10,PAI-00601,2024-10-31,40.19,21.68,76.14,3.76,41.03,2,1,29
SNP-00601-11,PAI-00601,2024-11-30,45.35,22.63,85.93,0.0,41.03,2,1,34
SNP-00601-12,PAI-00601,2024-12-31,48.37,24.36,91.64,5.35,46.38,3,1,38
SNP-00601-13,PAI-00601,2025-01-31,53.54,26.64,101.44,0.0,46.38,3,1,41
SNP-00601-14,PAI-00601,2025-02-28,59.05,28.01,111.87,0.0,46.38,1,0,45
SNP-00601-15,PAI-00601,2025-03-31,60.77,32.89,115.14,8.48,54.86,2,1,44
SNP-00601-16,PAI-00601,2025-04-30,65.09,32.89,123.32,1.37,56.22,2,1,50
SNP-00601-17,PAI-00601,2025-05-31,72.47,34.56,137.3,0.93,57.16,2,1,54
SNP-00601-18,PAI-00601,2025-06-30,77.04,37.78,145.96,4.14,61.29,2,1,55
SNP-00601-19,PAI-00601,2025-07-31,82.01,39.5,155.38,4.61,65.9,1,0,59
SNP-00601-20,PAI-00601,2025-08-31,86.06,40.53,163.04,8.65,74.55,1,0,64
SNP-00601-21,PAI-00601,2025-09-30,91.27,43.74,172.92,3.94,78.49,2,1,65
SNP-00601-22,PAI-00601,2025-10-31,94.26,43.74,178.59,2.92,81.42,1,0,71
SNP-00601-23,PAI-00601,2025-11-30,100.0,45.74,189.46,1.13,82.55,2,1,75
SNP-00601-24,PAI-00601,2025-12-31,100.0,46.14,189.46,4.58,87.13,1,0,80
SNP-00602-01,PAI-00602,2024-01-31,0.0,6.8,0.0,10.34,10.34,3,3,0
SNP-00602-02,PAI-00602,2024-02-29,6.69,12.99,10.34,9.59,19.93,1,1,0
SNP-00602-03,PAI-00602,2024-03-31,10.26,15.96,15.85,0.0,19.93,2,2,0
SNP-00602-04,PAI-00602,2024-04-30,12.5,15.96,19.31,4.36,24.29,2,2,0
SNP-00602-05,PAI-00602,2024-05-31,18.55,22.08,28.65,11.87,36.17,1,1,0
SNP-00602-06,PAI-00602,2024-06-30,20.25,25.14,31.28,0.09,36.25,2,2,0
SNP-00602-07,PAI-00602,2024-07-31,26.39,25.14,40.76,0.0,36.25,1,1,3
SNP-00602-08,PAI-00602,2024-08-31,31.39,32.0,48.47,8.47,44.72,3,3,1
SNP-00602-09,PAI-00602,2024-09-30,36.52,33.5,56.4,10.69,55.41,2,1,3
SNP-00602-10,PAI-00602,2024-10-31,40.87,38.29,63.12,0.0,55.41,2,2,2
SNP-00602-11,PAI-00602,2024-11-30,45.09,42.18,69.64,8.42,63.83,3,2,2
SNP-00602-12,PAI-00602,2024-12-31,48.8,45.37,75.36,8.86,72.69,1,1,3
SNP-00602-13,PAI-00602,2025-01-31,53.75,47.35,83.01,0.0,72.69,1,1,5
SNP-00602-14,PAI-00602,2025-02-28,58.11,54.34,89.75,0.0,72.69,1,1,3
SNP-00602-15,PAI-00602,2025-03-31,62.66,56.53,96.77,18.74,91.44,2,1,4
SNP-00602-16,PAI-00602,2025-04-30,65.42,56.53,101.03,0.0,91.44,2,2,8
SNP-00602-17,PAI-00602,2025-05-31,70.33,63.0,108.61,10.41,101.84,2,2,6
SNP-00602-18,PAI-00602,2025-06-30,76.63,65.59,118.34,0.0,101.84,2,2,7
SNP-00602-19,PAI-00602,2025-07-31,81.67,72.26,126.12,0.0,101.84,3,3,5
SNP-00602-20,PAI-00602,2025-08-31,86.98,72.26,134.32,10.82,112.67,1,1,8
SNP-00602-21,PAI-00602,2025-09-30,91.26,77.58,140.93,0.0,112.67,2,1,7
SNP-00602-22,PAI-00602,2025-10-31,93.54,79.41,144.45,0.0,112.67,2,1,9
SNP-00602-23,PAI-00602,2025-11-30,98.47,80.66,152.07,13.16,125.83,1,1,12
SNP-00602-24,PAI-00602,2025-12-31,100.0,83.58,154.43,5.26,131.09,2,2,13
SNP-00603-01,PAI-00603,2024-01-31,1.01,1.52,9.88,21.71,21.71,2,2,2
SNP-00603-02,PAI-00603,2024-02-29,3.76,9.39,36.64,68.13,89.84,1,1,0
SNP-00603-03,PAI-00603,2024-03-31,10.99,12.22,107.19,3.71,93.55,2,2,0
SNP-00603-04,PAI-00603,2024-04-30,13.16,13.08,128.42,28.98,122.52,2,2,2
SNP-00603-05,PAI-00603,2024-05-31,18.14,13.08,177.0,0.0,122.52,3,2,6
SNP-00603-06,PAI-00603,2024-06-30,21.91,16.89,213.74,27.24,149.77,3,2,6
SNP-00603-07,PAI-00603,2024-07-31,25.07,25.73,244.57,55.13,204.9,2,2,2
SNP-00603-08,PAI-00603,2024-08-31,30.87,25.73,301.15,43.04,247.94,2,1,6
SNP-00603-09,PAI-00603,2024-09-30,35.64,30.23,347.69,35.0,282.94,2,2,5
SNP-00603-10,PAI-00603,2024-10-31,39.58,33.89,386.14,25.22,308.16,3,2,6
SNP-00603-11,PAI-00603,2024-11-30,45.89,35.67,447.72,0.0,308.16,1,1,8
